name,company,year,Price,kms_driven,fuel_type
maruti wagon r,maruti,2010,240000,50000,Petrol
toyota innova 2.5,toyota,2012,800000,108731,Diesel
toyota innova 2.5,toyota,2010,400000,120000,Diesel
tata sumo gold,tata,2016,500000,60000,Diesel
mahindra renault logan,mahindra,2007,150000,90000,Diesel
toyota etios gd,toyota,2014,500000,140000,Diesel
hyundai eon magna,hyundai,2014,320000,80000,Petrol
nissan micra diesel,nissan,2013,300000,90000,Diesel
renault lodgy stepway,renault,2017,650000,40000,Diesel
maruti alto 800,maruti,2018,285000,14000,Petrol
tata aria pleasure,tata,2012,360000,70000,Diesel
honda accord 2.4,honda,2009,450000,55000,Petrol
maruti alto lxi,maruti,2011,175000,60000,Petrol
chevrolet cruze lt,chevrolet,2011,350000,74000,Diesel
ford figo aspire,ford,2020,530000,45000,Diesel
honda city i-dtec,honda,2017,1025000,38000,Diesel
honda br-v i-dtec,honda,2017,950000,24000,Diesel
honda wr-v i-vtec,honda,2017,725000,29976,Petrol
honda city i,honda,2017,919999,41000,Petrol
honda jazz 1.5,honda,2018,700000,15000,Diesel
honda jazz 1.5,honda,2017,725000,36000,Diesel
honda br-v i-vtec,honda,2017,840000,30646,Petrol
maruti wagon r,maruti,2015,365000,23600,Petrol
honda city i,honda,2014,665000,71318,Diesel
maruti 800 std,maruti,2003,50000,78098,Petrol
hyundai eon era,hyundai,2014,225000,30000,Petrol
hyundai i10 era,hyundai,2012,229999,45000,Petrol
hyundai santro xing,hyundai,2008,145000,67000,Petrol
ford figo aspire,ford,2018,624000,14681,Diesel
hyundai verna 1.4,hyundai,2015,500000,25000,Petrol
ford ecosport 1.5,ford,2017,750000,18054,Petrol
honda city i,honda,2015,785000,40000,Diesel
hyundai i10 sportz,hyundai,2011,225000,30000,Petrol
hyundai xcent 1.1,hyundai,2017,300000,80000,Diesel
hyundai i20 asta,hyundai,2016,680000,20000,Diesel
mahindra tuv 300,mahindra,2016,700000,40000,Diesel
tata indigo cs,tata,2011,180000,120000,Diesel
ford fiesta 1.4,ford,2008,270000,120000,Diesel
maruti swift dzire,maruti,2010,370000,97000,Petrol
mahindra xylo h8,mahindra,2018,1100000,70000,Diesel
hyundai accent crdi,hyundai,2004,120000,120000,Diesel
skoda rapid 1.6,skoda,2013,430000,88000,Diesel
maruti swift zdi,maruti,2014,550000,38406,Diesel
hyundai santro xing,hyundai,2014,320000,54350,Petrol
maruti wagon r,maruti,2015,390000,32260,Petrol
renault duster 85ps,renault,2014,550000,58231,Diesel
maruti swift vxi,maruti,2012,370000,59858,Petrol
maruti alto lxi,maruti,2010,190000,73350,Petrol
renault duster 110ps,renault,2013,509999,88473,Diesel
honda city s,honda,2013,450000,96987,Petrol
mercedes-benz gls 2016-2020,mercedes-benz,2016,5500000,77350,Diesel
maruti swift dzire,maruti,2015,550000,61187,Diesel
mahindra xylo e6,mahindra,2009,400000,68350,Diesel
ford ecosport 1.5,ford,2015,585000,81150,Diesel
hyundai grand i10,hyundai,2019,500000,30000,Petrol
maruti ciaz zxi,maruti,2015,800000,30000,Petrol
maruti swift vdi,maruti,2009,265000,120000,Diesel
ford figo diesel,ford,2012,175000,180000,Diesel
fiat palio 1.2,fiat,2007,125000,50000,Petrol
tata manza aqua,tata,2010,165000,80000,Diesel
mahindra verito 1.5,mahindra,2011,150000,280000,Diesel
hyundai creta 1.6,hyundai,2015,1025000,90000,Diesel
toyota innova 2.5,toyota,2014,1030000,250000,Diesel
chevrolet cruze lt,chevrolet,2012,380000,90000,Diesel
maruti swift dzire,maruti,2010,250000,110000,Diesel
maruti zen lx,maruti,2000,85000,80000,Petrol
fiat punto evo,fiat,2016,500000,35000,Diesel
hyundai eon era,hyundai,2018,350000,15000,Petrol
maruti alto lxi,maruti,2010,190000,52000,Petrol
volkswagen jetta 1.9,volkswagen,2009,940000,140000,Diesel
maruti swift vxi,maruti,2013,475000,60000,Petrol
maruti alto 800,maruti,2018,300000,17000,Petrol
chevrolet beat ls,chevrolet,2016,250000,70000,Petrol
maruti zen lx,maruti,2001,93000,97000,Petrol
ford figo diesel,ford,2012,290000,125000,Diesel
tata indica gls,tata,2010,75000,300000,Petrol
mahindra xuv500 w8,mahindra,2015,1000000,120000,Diesel
hyundai i20 asta,hyundai,2015,550000,87000,Diesel
fiat punto 1.3,fiat,2010,285000,75000,Diesel
tata indigo grand,tata,2014,240000,60000,Petrol
hyundai creta 1.6,hyundai,2015,850000,25000,Petrol
hyundai i20 active,hyundai,2016,650000,26000,Petrol
maruti celerio green,maruti,2017,365000,78000,CNG
hyundai i20 active,hyundai,2016,650000,26000,Petrol
chevrolet sail 1.2,chevrolet,2015,260000,35000,Petrol
tata indigo grand,tata,2014,250000,100000,Petrol
tata new safari,tata,2007,550000,80000,Petrol
maruti wagon r,maruti,2004,70000,90000,Petrol
chevrolet sail hatchback,chevrolet,2013,225000,80000,Diesel
honda city 1.3,honda,2002,145000,100000,Petrol
ford ecosport 1.5,ford,2018,930000,20000,Diesel
maruti swift vxi,maruti,2019,550000,51000,Petrol
maruti alto lx,maruti,2008,85000,120000,Petrol
hyundai eon era,hyundai,2014,280000,55000,Petrol
hyundai eon magna,hyundai,2018,360000,6000,Petrol
maruti alto lxi,maruti,2011,150000,40000,Petrol
skoda rapid 1.6,skoda,2017,900000,15000,Petrol
ambassador classic 1500,ambassador,2005,120000,50000,Diesel
fiat linea t,fiat,2010,215000,90000,Petrol
renault scala diesel,renault,2013,550000,38500,Diesel
tata nexon 1.2,tata,2018,775000,35000,Petrol
maruti gypsy king,maruti,2001,409999,49359,Petrol
maruti 800 ac,maruti,2005,65000,70000,Petrol
maruti wagon r,maruti,2008,200000,90000,Petrol
maruti wagon r,maruti,2010,240000,50000,Petrol
toyota innova 2.5,toyota,2012,800000,108731,Diesel
toyota innova 2.5,toyota,2010,400000,120000,Diesel
maruti wagon r,maruti,2012,229999,40000,Petrol
ford ecosport 1.5,ford,2014,580000,120000,Diesel
toyota corolla h2,toyota,2005,175000,100000,Petrol
maruti ritz vdi,maruti,2012,250000,110000,Diesel
hyundai eon magna,hyundai,2014,320000,80000,Petrol
nissan micra diesel,nissan,2013,300000,90000,Diesel
mahindra tuv 300,mahindra,2017,800000,60000,Diesel
hyundai verna sx,hyundai,2009,245000,75000,Diesel
hyundai eon magna,hyundai,2018,300000,20000,Petrol
hyundai xcent 1.2,hyundai,2017,350000,80000,Diesel
maruti zen lx,maruti,2006,70000,105700,Petrol
maruti celerio vxi,maruti,2017,430999,14000,Petrol
chevrolet spark 1.0,chevrolet,2010,80000,70000,Petrol
maruti alto 800,maruti,2019,335000,28000,Petrol
maruti eeco 7,maruti,2017,350000,51000,Petrol
maruti alto 800,maruti,2018,315000,56000,Petrol
volkswagen vento 1.5,volkswagen,2019,1100000,35000,Diesel
maruti esteem lxi,maruti,2005,80000,24000,Petrol
maruti alto k10,maruti,2014,285000,64000,Petrol
tata indigo tdi,tata,2009,100000,120000,Diesel
maruti alto lxi,maruti,2011,225000,37091,Petrol
volvo xc 90,volvo,2017,4500000,80000,Diesel
maruti alto k10,maruti,2018,320000,38900,Petrol
hyundai creta 1.6,hyundai,2016,1249000,60000,Diesel
maruti wagon r,maruti,2008,120000,110000,Petrol
volkswagen vento diesel,volkswagen,2011,200000,100000,Diesel
hyundai creta 1.6,hyundai,2016,1151000,85000,Diesel
tata indica vista,tata,2012,120000,140000,Diesel
renault kwid rxt,renault,2017,220000,20000,Petrol
tata nexon 1.2,tata,2017,750000,15000,Petrol
mahindra tuv 300,mahindra,2018,784000,40000,Diesel
honda jazz 1.2,honda,2017,500000,50000,Petrol
hyundai eon era,hyundai,2018,350000,20000,Petrol
mahindra xuv500 w7,mahindra,2018,1400000,50000,Diesel
mahindra thar crde,mahindra,2014,600000,100000,Diesel
hyundai grand i10,hyundai,2019,525000,9400,Petrol
ford ecosport 1.5,ford,2017,930000,12000,Diesel
maruti eeco 5,maruti,2017,440000,14100,CNG
maruti celerio zxi,maruti,2016,434999,21000,Petrol
hyundai i10 magna,hyundai,2011,250000,28000,Petrol
maruti ertiga shvs,maruti,2017,940000,35000,Diesel
hyundai verna 1.6,hyundai,2017,1050000,31000,Diesel
maruti ertiga shvs,maruti,2016,825000,58000,Diesel
maruti wagon r,maruti,2012,229999,25000,Petrol
hyundai i20 1.2,hyundai,2011,375000,72000,Petrol
maruti ertiga zdi,maruti,2013,640000,89000,Diesel
toyota innova 2.5,toyota,2012,800000,160000,Diesel
ford figo petrol,ford,2012,130000,30000,Petrol
hyundai i10 sportz,hyundai,2014,300000,37555,Petrol
maruti wagon r,maruti,2018,440000,14000,Petrol
maruti ertiga vxi,maruti,2014,595000,56600,CNG
mahindra scorpio ex,mahindra,2013,450000,110000,Diesel
maruti vitara brezza,maruti,2017,690000,50000,Diesel
maruti alto 800,maruti,2019,300000,5000,Petrol
chevrolet sail 1.2,chevrolet,2014,170000,100000,Petrol
toyota etios liva,toyota,2012,280000,120000,Diesel
maruti swift vxi,maruti,2009,220000,67580,Petrol
hyundai santro xing,hyundai,2009,140000,100000,Petrol
maruti esteem lxi,maruti,2004,45000,60000,Petrol
ford figo diesel,ford,2014,200000,125000,Diesel
mahindra scorpio 2.6,mahindra,2008,325000,120000,Diesel
hyundai verna crdi,hyundai,2010,300000,130000,Diesel
maruti 800 ac,maruti,2009,120000,250000,Petrol
hyundai creta 1.6,hyundai,2016,535000,52600,Diesel
honda city i,honda,2014,520000,82000,Diesel
hyundai grand i10,hyundai,2017,550000,19890,Petrol
mahindra verito vibe,mahindra,2015,280000,40000,Diesel
nissan sunny xl,nissan,2013,225000,78000,Diesel
ford ecosport 1.5,ford,2015,750000,48238,Petrol
hyundai i20 1.2,hyundai,2016,535000,38365,Petrol
mahindra xuv500 w10,mahindra,2016,1250000,23670,Diesel
maruti baleno zeta,maruti,2017,650000,49834,Petrol
honda brio s,honda,2013,295000,57353,Petrol
maruti swift ddis,maruti,2015,480000,68308,Diesel
honda city i,honda,2015,575000,63240,Diesel
mahindra scorpio 1.99,mahindra,2016,509999,60000,Diesel
maruti alto lxi,maruti,2008,69000,100000,Petrol
tata manza aura,tata,2013,200000,60000,Petrol
toyota innova 2.5,toyota,2012,449000,90000,Diesel
tata harrier xe,tata,2020,426000,1000,Diesel
ford ecosport 1.5,ford,2017,650000,6000,Petrol
tata tiago 1.05,tata,2017,260000,50000,Diesel
mahindra bolero power,mahindra,2015,295000,90000,Diesel
maruti eeco 5,maruti,2017,260000,30000,Petrol
tata indica vista,tata,2012,120000,140000,Diesel
hyundai verna sx,hyundai,2007,155000,65000,Petrol
honda jazz 1.5,honda,2015,450000,38000,Diesel
tata new safari,tata,2012,320000,80000,Diesel
hyundai verna i,hyundai,2007,123000,50000,Petrol
hyundai santro xing,hyundai,2006,80000,110000,Petrol
maruti sx4 celebration,maruti,2012,220000,90000,Petrol
hyundai i20 active,hyundai,2018,650000,37000,Diesel
maruti alto 800,maruti,2018,285000,30000,Petrol
honda amaze v,honda,2018,725000,26000,Petrol
tata indica vista,tata,2010,97000,128000,Petrol
maruti ciaz zxi,maruti,2016,625000,30000,Petrol
hyundai i20 active,hyundai,2016,550000,23000,Petrol
tata indigo cr4,tata,2012,130000,120000,Diesel
hyundai i10 magna,hyundai,2012,240000,40000,Petrol
nissan terrano xl,nissan,2014,600000,27000,Diesel
tata new safari,tata,2012,350000,65000,Diesel
hyundai eon magna,hyundai,2015,245000,32000,Petrol
maruti swift 1.3,maruti,2009,199000,52536,Petrol
mahindra xylo e4,mahindra,2011,330000,100000,Diesel
maruti ritz vxi,maruti,2009,150000,80000,Petrol
hyundai creta 1.6,hyundai,2016,927999,90000,Diesel
maruti zen lxi,maruti,2003,70000,60000,Petrol
hyundai xcent 1.2,hyundai,2015,399000,55000,Diesel
maruti swift vdi,maruti,2015,350000,90000,Diesel
mahindra scorpio 2.6,mahindra,2006,125000,50000,Diesel
hyundai santro xing,hyundai,2008,150000,90000,Petrol
hyundai eon era,hyundai,2015,250000,25000,Petrol
hyundai verna 1.6,hyundai,2014,675000,61000,Diesel
maruti s-cross alpha,maruti,2018,950000,30000,Diesel
maruti eeco 5,maruti,2018,409999,45000,CNG
fiat linea emotion,fiat,2011,225000,60000,Diesel
honda civic 1.8,honda,2008,350000,75000,Petrol
tata indica lsi,tata,2005,51111,140000,Petrol
chevrolet sail 1.3,chevrolet,2013,290000,56000,Diesel
toyota camry hybrid,toyota,2006,310000,62000,Electric
hyundai verna crdi,hyundai,2007,212000,58000,Diesel
skoda octavia elegance,skoda,2013,900000,49000,Diesel
chevrolet beat diesel,chevrolet,2011,221000,56000,Diesel
toyota innova 2.5,toyota,2013,675000,73000,Diesel
honda amaze s,honda,2014,421000,69000,Diesel
maruti sx4 zxi,maruti,2008,350000,10000,Petrol
hyundai accent executive,hyundai,2010,140000,110000,CNG
skoda octavia ambiente,skoda,2002,90000,116000,Diesel
honda city edge,honda,2018,830000,40000,Diesel
maruti wagon r,maruti,2009,180000,30000,Petrol
maruti swift vdi,maruti,2009,210000,109000,Diesel
maruti sx4 s,maruti,2017,700000,90000,Diesel
tata nano cx,tata,2014,45000,7000,Petrol
tata indigo lx,tata,2012,125000,120000,Diesel
hyundai verna 1.6,hyundai,2017,530000,64916,Petrol
ford ecosport 1.5,ford,2018,800000,37161,Diesel
maruti baleno zeta,maruti,2016,580000,15000,Petrol
audi q3 2.0,audi,2012,1400000,118000,Diesel
renault kwid 1.0,renault,2018,300000,50852,Petrol
renault kwid rxt,renault,2016,300000,30000,Petrol
maruti ciaz zdi,maruti,2015,700000,77000,Diesel
nissan sunny xl,nissan,2012,250000,70000,Petrol
chevrolet tavera neo,chevrolet,2016,500000,120000,Diesel
honda accord 2.4,honda,2009,428000,40000,Petrol
tata harrier xz,tata,2019,1400000,33000,Diesel
hyundai eon era,hyundai,2013,219000,53500,Petrol
maruti ertiga shvs,maruti,2017,500000,40000,Diesel
honda city i,honda,2014,520000,82000,Diesel
mahindra scorpio 1.99,mahindra,2016,509999,60000,Diesel
maruti baleno alpha,maruti,2019,556000,24000,Petrol
tata indigo grand,tata,2014,225000,120000,Diesel
honda amaze ex,honda,2013,325000,65000,Diesel
maruti swift vdi,maruti,2013,365000,65000,Diesel
hyundai creta 1.6,hyundai,2015,850000,84000,Diesel
toyota etios gd,toyota,2013,350000,75000,Diesel
maruti swift vdi,maruti,2007,225000,50000,Diesel
maruti alto lx,maruti,2011,135000,50000,Petrol
maruti wagon r,maruti,2007,140000,49000,Petrol
maruti sx4 s,maruti,2016,665000,560000,Diesel
renault kwid rxt,renault,2015,275000,14365,Petrol
toyota fortuner 2.8,toyota,2017,2750000,41000,Diesel
hyundai verna 1.6,hyundai,2013,484999,65000,Diesel
maruti ciaz vdi,maruti,2015,565000,65000,Diesel
maruti swift dzire,maruti,2013,425000,61083,Diesel
toyota innova 2.5,toyota,2013,925000,75000,Diesel
mahindra scorpio vlx,mahindra,2012,565000,72000,Diesel
renault duster 110ps,renault,2014,525000,65000,Diesel
honda city 1.5,honda,2010,409999,60000,Petrol
tata tigor 1.2,tata,2018,570000,5000,Petrol
maruti sx4 zxi,maruti,2007,160000,80000,Petrol
maruti ciaz zdi,maruti,2017,749000,51500,Diesel
maruti swift dzire,maruti,2010,300000,120000,Diesel
ford ecosport 1.5,ford,2014,550000,79800,Diesel
ford ecosport 1.5,ford,2015,550000,97000,Diesel
ford ecosport 1.5,ford,2019,1250000,6590,Diesel
ford figo aspire,ford,2017,700000,49957,Diesel
ford figo 1.5,ford,2017,600000,43235,Diesel
ford ecosport 1.5,ford,2018,925000,50699,Diesel
ford endeavour 3.2,ford,2016,1800000,126000,Diesel
ford figo aspire,ford,2015,459999,140730,Diesel
hyundai i20 active,hyundai,2015,565000,46000,Petrol
hyundai eon era,hyundai,2013,170000,80000,Petrol
toyota qualis fs,toyota,2001,150000,256000,Diesel
mahindra scorpio vlx,mahindra,2008,295000,120000,Diesel
hyundai i20 active,hyundai,2018,819999,40000,Diesel
hyundai elite i20,hyundai,2019,819999,40000,Diesel
maruti ritz vxi,maruti,2015,320000,40000,Petrol
ford ecosport 1.5,ford,2015,550000,135000,Diesel
mahindra bolero 2011-2019,mahindra,2015,550000,50000,Diesel
volkswagen ameo 1.5,volkswagen,2017,590000,98000,Diesel
toyota innova 2.5,toyota,2014,1050000,70000,Diesel
honda city i,honda,2017,950000,50000,Diesel
honda city i-dtec,honda,2017,1000000,30000,Diesel
nissan terrano xe,nissan,2013,500000,120000,Diesel
fiat punto evo,fiat,2017,450000,70000,Diesel
maruti swift dzire,maruti,2017,720000,35000,Diesel
maruti celerio vdi,maruti,2015,390000,70000,Diesel
mahindra thar 4x2,mahindra,2014,500000,35000,Diesel
toyota fortuner 2.7,toyota,2016,2500000,70000,Petrol
hyundai i20 1.4,hyundai,2017,780000,50000,Diesel
maruti swift dzire,maruti,2015,484999,90000,Diesel
volkswagen vento diesel,volkswagen,2012,420000,90000,Diesel
mahindra xuv500 w10,mahindra,2015,1225000,70000,Diesel
tata indica vista,tata,2015,350000,50000,Diesel
mahindra verito 1.5,mahindra,2015,350000,120000,Diesel
toyota innova 2.5,toyota,2011,800000,230000,Diesel
hyundai santro xing,hyundai,2004,125000,70000,Petrol
tata indica v2,tata,2010,75000,100000,Diesel
mahindra kuv 100,mahindra,2018,509999,15000,Petrol
tata indigo classic,tata,2014,215000,80000,Diesel
hyundai grand i10,hyundai,2018,465000,25000,Diesel
maruti baleno alpha,maruti,2017,625000,52000,Petrol
hyundai grand i10,hyundai,2017,490000,66000,Diesel
maruti ertiga shvs,maruti,2017,880000,64000,Diesel
hyundai santro xing,hyundai,2013,290000,49000,Petrol
tata sumo gx,tata,2006,115999,100000,Diesel
maruti vitara brezza,maruti,2017,685000,72000,Diesel
honda jazz s,honda,2009,300000,50000,Petrol
hyundai i20 1.4,hyundai,2017,680000,44000,Diesel
maruti swift dzire,maruti,2014,480000,101000,Diesel
maruti swift vdi,maruti,2016,630000,55000,Diesel
honda city 1.5,honda,2007,190000,115000,Petrol
maruti swift vdi,maruti,2015,500000,100000,Diesel
volkswagen jetta 2.0l,volkswagen,2014,850000,52000,Diesel
maruti sx4 zdi,maruti,2011,350000,105000,Diesel
renault duster 85ps,renault,2013,425000,170000,Diesel
maruti swift vdi,maruti,2015,495000,105000,Diesel
maruti ertiga shvs,maruti,2017,890000,60000,Diesel
hyundai verna crdi,hyundai,2018,1100000,25000,Diesel
mahindra xuv500 w8,mahindra,2014,650000,218000,Diesel
hyundai grand i10,hyundai,2018,465000,25000,Diesel
maruti baleno alpha,maruti,2017,625000,52000,Petrol
hyundai grand i10,hyundai,2017,490000,66000,Diesel
maruti ertiga shvs,maruti,2017,880000,64000,Diesel
hyundai santro xing,hyundai,2013,290000,49000,Petrol
tata sumo gx,tata,2006,115999,100000,Diesel
maruti vitara brezza,maruti,2017,685000,72000,Diesel
honda jazz s,honda,2009,300000,50000,Petrol
hyundai i20 1.4,hyundai,2017,680000,44000,Diesel
maruti swift dzire,maruti,2014,480000,101000,Diesel
maruti swift vdi,maruti,2016,630000,55000,Diesel
honda city 1.5,honda,2007,190000,115000,Petrol
maruti swift vdi,maruti,2015,500000,100000,Diesel
volkswagen jetta 2.0l,volkswagen,2014,850000,52000,Diesel
maruti sx4 zdi,maruti,2011,350000,105000,Diesel
renault duster 85ps,renault,2013,425000,170000,Diesel
maruti swift vdi,maruti,2015,495000,105000,Diesel
maruti ertiga shvs,maruti,2017,890000,60000,Diesel
hyundai verna crdi,hyundai,2018,1100000,25000,Diesel
mahindra xuv500 w8,mahindra,2014,650000,218000,Diesel
ford fiesta 1.6,ford,2009,233000,58000,Petrol
tata indigo cs,tata,2015,300000,110000,Diesel
honda amaze s,honda,2020,614000,1000,Petrol
hyundai i10 sportz,hyundai,2010,250000,100000,Petrol
hyundai i10 sportz,hyundai,2010,250000,110000,Petrol
maruti alto lxi,maruti,2011,200000,40000,Petrol
maruti wagon r,maruti,2013,290000,52000,Petrol
maruti wagon r,maruti,2013,320000,80000,Petrol
hyundai santro xing,hyundai,2006,145000,52000,Petrol
maruti alto lxi,maruti,2005,100000,124000,Petrol
fiat punto 1.3,fiat,2010,130000,210000,Diesel
hyundai santro at,hyundai,2006,145000,66000,Petrol
maruti alto lx,maruti,2008,110000,120000,Petrol
maruti swift dzire,maruti,2019,680000,40000,Diesel
maruti 800 std,maruti,2004,37500,90000,Petrol
maruti ritz vdi,maruti,2011,200000,120000,Diesel
nissan sunny diesel,nissan,2012,300000,110000,Diesel
hyundai santro gs,hyundai,2005,80000,56580,Petrol
mahindra xuv500 at,mahindra,2015,740000,45000,Diesel
mahindra scorpio s10,mahindra,2015,630000,50000,Diesel
hyundai santro xing,hyundai,2005,70000,68500,Petrol
hyundai santro sportz,hyundai,2019,484999,5007,Petrol
nissan micra active,nissan,2013,164000,30000,Petrol
honda city 1.5,honda,2008,140000,70000,Petrol
mercedes-benz e-class e250,mercedes-benz,2011,999000,49600,Diesel
maruti alto lxi,maruti,2005,56000,23000,Petrol
bmw 7 series,bmw,2006,1050000,30000,Diesel
hyundai verna 1.6,hyundai,2010,190000,38000,Petrol
audi q5 3.0,audi,2018,3899000,22000,Diesel
maruti ritz vdi,maruti,2011,150000,40000,Diesel
hyundai i10 sportz,hyundai,2011,235000,43100,Petrol
mahindra xylo h4,mahindra,2019,599000,15000,Diesel
maruti alto 800,maruti,2018,200000,35000,Petrol
datsun go plus,datsun,2017,350000,10171,Petrol
renault duster 110ps,renault,2015,465000,41123,Diesel
toyota camry hybrid,toyota,2017,1900000,20118,Petrol
maruti ertiga 1.5,maruti,2019,1000000,15000,Diesel
ford endeavour 2.2,ford,2019,2800000,10000,Diesel
maruti swift dzire,maruti,2015,470000,170000,Diesel
maruti celerio zxi,maruti,2017,415000,20000,Petrol
nissan terrano xl,nissan,2014,500000,82000,Diesel
chevrolet spark 1.0,chevrolet,2013,150000,60000,Petrol
maruti alto std,maruti,2005,95000,50000,Petrol
maruti swift ldi,maruti,2012,400000,70000,Diesel
maruti alto lx,maruti,2008,114999,66782,Petrol
maruti alto lx,maruti,2006,75000,130000,Petrol
hyundai verna 1.6,hyundai,2013,500000,120000,Diesel
maruti 800 ac,maruti,2014,195000,75000,Petrol
maruti alto 800,maruti,2015,155000,40000,Petrol
maruti alto lxi,maruti,2000,65000,90000,Petrol
honda city 1.5,honda,2005,65000,150000,Petrol
tata nano xm,tata,2015,190000,60000,Petrol
mahindra verito 1.5,mahindra,2012,200000,112198,Diesel
tata manza aura,tata,2010,160000,60000,Petrol
tata indica vista,tata,2010,150000,130000,Diesel
ford ecosport 1.5,ford,2015,530000,175000,Diesel
mahindra scorpio s2,mahindra,2015,750000,120000,Diesel
maruti ritz vdi,maruti,2012,225000,90000,Diesel
toyota innova 2.5,toyota,2012,600000,170000,Diesel
hyundai i20 magna,hyundai,2014,409999,80000,Diesel
hyundai i20 magna,hyundai,2014,409999,80000,Diesel
maruti 800 ac,maruti,2009,110000,83000,Petrol
hyundai creta 1.6,hyundai,2016,865000,90000,Diesel
renault kwid rxt,renault,2016,225000,40000,Petrol
hyundai santro xing,hyundai,2007,80000,45000,Petrol
mahindra jeep cl550,mahindra,2006,425000,40,Diesel
hyundai grand i10,hyundai,2014,325000,28000,Petrol
ford ecosport titanium,ford,2014,575000,36000,Diesel
ford figo,ford,2012,175000,41000,Diesel
hyundai eon,hyundai,2013,190000,25000,Petrol
ford ecosport ambiente,ford,2016,830000,24530,Diesel
maruti suzuki alto,maruti,2015,250000,60000,Petrol
skoda fabia classic,skoda,2010,182000,60000,Petrol
maruti suzuki stingray,maruti,2015,315000,30000,Petrol
hyundai elite i20,hyundai,2014,415000,32000,Petrol
mahindra scorpio sle,mahindra,2015,320000,48660,Diesel
hyundai santro xing,hyundai,2007,80000,45000,Petrol
mahindra jeep cl550,mahindra,2006,425000,40,Diesel
audi a8,audi,2017,1000000,4000,Petrol
audi q7,audi,2014,500000,16934,Diesel
mahindra scorpio s10,mahindra,2016,350000,43000,Diesel
maruti suzuki alto,maruti,2014,160000,35550,Petrol
mahindra scorpio s10,mahindra,2016,350000,43000,Diesel
mahindra scorpio s10,mahindra,2016,310000,39522,Diesel
maruti suzuki alto,maruti,2015,75000,39000,Petrol
hyundai i20 sportz,hyundai,2012,100000,55000,Petrol
hyundai i20 sportz,hyundai,2012,100000,55000,Petrol
hyundai i20 sportz,hyundai,2012,100000,55000,Petrol
maruti suzuki alto,maruti,2017,190000,72000,Petrol
maruti suzuki vitara,maruti,2016,290000,15975,Diesel
maruti suzuki alto,maruti,2008,95000,70000,Petrol
mahindra bolero di,mahindra,2017,180000,23452,Diesel
maruti suzuki swift,maruti,2014,385000,35522,Diesel
mahindra scorpio s10,mahindra,2015,250000,48508,Diesel
maruti suzuki swift,maruti,2017,180000,15487,Petrol
maruti suzuki wagon,maruti,2013,105000,39000,Petrol
maruti suzuki wagon,maruti,2013,105000,39000,Petrol
toyota innova 2.0,toyota,2012,650000,82000,Diesel
renault lodgy 85,renault,2018,689999,20000,Diesel
skoda yeti ambition,skoda,2012,448000,68000,Diesel
maruti suzuki baleno,maruti,2017,549000,32000,Diesel
renault duster 110,renault,2012,501000,38000,Diesel
renault duster 85,renault,2013,489999,27000,Diesel
honda city 1.5,honda,2011,280000,33000,Petrol
maruti suzuki alto,maruti,2015,250000,60000,Petrol
maruti suzuki dzire,maruti,2013,349999,46000,Diesel
honda amaze,honda,2013,284999,46000,Diesel
honda amaze 1.5,honda,2015,345000,36000,Diesel
honda city,honda,2015,499999,55000,Petrol
datsun redi go,datsun,2017,235000,16000,Petrol
maruti suzuki sx4,maruti,2010,249999,36000,Petrol
mitsubishi pajero sport,mitsubishi,2015,1475000,47000,Diesel
mahindra bolero di,mahindra,2017,180000,23452,Diesel
maruti suzuki swift,maruti,2014,385000,35522,Diesel
mahindra scorpio s10,mahindra,2015,250000,48508,Diesel
maruti suzuki swift,maruti,2017,180000,15487,Petrol
maruti suzuki wagon,maruti,2013,105000,39000,Petrol
maruti suzuki wagon,maruti,2013,105000,39000,Petrol
mahindra scorpio s10,mahindra,2015,395000,35000,Diesel
maruti suzuki swift,maruti,2017,220000,30874,Petrol
honda city zx,honda,2017,170000,15000,Diesel
maruti suzuki wagon,maruti,2013,85000,29685,Petrol
ford figo,ford,2012,175000,41000,Diesel
hyundai eon,hyundai,2013,190000,25000,Petrol
tata indigo ecs,tata,2017,200000,130000,Diesel
ford ecosport ambiente,ford,2016,830000,24530,Diesel
tata indigo ecs,tata,2017,200000,130000,Diesel
mahindra scorpio sle,mahindra,2012,570000,19000,Diesel
volkswagen polo highline,volkswagen,2014,315000,60000,Petrol
skoda fabia classic,skoda,2010,182000,60000,Petrol
maruti suzuki stingray,maruti,2015,315000,30000,Petrol
chevrolet spark ls,chevrolet,2010,110000,41000,Petrol
renault duster 110ps,renault,2012,501000,35000,Diesel
honda city,honda,2015,448999,54000,Petrol
mini cooper s,mini,2013,1891111,13000,Petrol
datsun redi go,datsun,2017,235000,16000,Petrol
skoda fabia 1.2l,skoda,2011,159500,38200,Diesel
honda amaze,honda,2015,344999,22000,Petrol
honda amaze,honda,2015,344999,22000,Petrol
renault duster,renault,2014,449999,50000,Diesel
mini cooper s,mini,2013,1891111,13500,Petrol
mahindra scorpio s4,mahindra,2015,865000,30000,Diesel
mahindra scorpio vlx,mahindra,2014,699000,50000,Diesel
mahindra quanto c8,mahindra,2013,375000,20000,Diesel
ford ecosport,ford,2017,489999,39000,Petrol
honda brio,honda,2012,224999,30000,Petrol
volkswagen vento highline,volkswagen,2019,1200000,3600,Diesel
hyundai i20 magna,hyundai,2009,195000,32000,Petrol
toyota corolla altis,toyota,2010,351000,38000,Diesel
hyundai verna transform,hyundai,2008,160000,45000,Petrol
